season,player_id,player_name,targets,comp_allowed,incompletions,interceptions,td_allowed,yards_allowed,comp_pct_allowed,int_rate,td_rate_allowed,yds_per_target,incompletion_rate,player_short_x,season_snaps,player_short_y,career_snaps,target_rate,target_rate_vs_avg
2021,00-0034778,C.Davis,11,0.0,9.0,2.0,1,0.0,0.0,0.18181818181818182,0.09090909090909091,0.0,0.8181818181818182,C.Davis,772.0,C.Davis,4237.0,1.4248704663212435,0.3606261749113122
2021,00-0034856,D.Ward,10,0.0,6.0,4.0,1,0.0,0.0,0.4,0.1,0.0,0.6,D.Ward,856.0,D.Ward,3621.0,1.1682242990654206,0.10398000765548931
2021,00-0034903,T.Campbell,4,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,T.Campbell,679.0,T.Campbell,4531.0,0.5891016200294551,-0.47514267138047617
2021,00-0035236,B.Murphy,12,0.0,8.0,4.0,1,0.0,0.0,0.3333333333333333,0.08333333333333333,0.0,0.6666666666666666,B.Murphy,1027.0,B.Murphy,4228.0,1.1684518013631937,0.10420750995326244
2021,00-0035239,S.Murphy-Bunting,3,0.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,S.Murphy-Bunting,523.0,S.Murphy-Bunting,3588.0,0.5736137667304015,-0.4906305246795297
2021,00-0035270,A.Oruwariye,11,0.0,5.0,6.0,0,0.0,0.0,0.5454545454545454,0.0,0.0,0.45454545454545453,A.Oruwariye,938.0,A.Oruwariye,2729.0,1.1727078891257996,0.10846359771586833
2021,00-0035277,M.Jackson,2,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,M.Jackson,25.0,M.Jackson,2853.0,8.0,6.935755708590069
2021,00-0035699,J.Dean,9,0.0,7.0,2.0,0,0.0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,J.Dean,823.0,J.Dean,4122.0,1.0935601458080195,0.02931585439808826
2021,00-0036166,D.Jackson,6,0.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,D.Jackson,623.0,D.Jackson,6041.0,0.9630818619582664,-0.10116242945166487
2021,00-0036285,A.Terrell,16,0.0,13.0,3.0,0,0.0,0.0,0.1875,0.0,0.0,0.8125,A.Terrell,1024.0,A.Terrell,4640.0,1.5625,0.49825570859006874
